wetter_stunde_id;satz_id;zeit_wetter;Tmin_gradC;Tmax_gradC;Tmean_gradC;Tmean_th9_25_gradC;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;relLuftfeuchte_mean_prozent;globalstrahlung_Wh_m2;globalstrahlung_J_cm2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;globalstrahlung_J_cm2_sum;niederschlag_mm_sum;tageslicht_h;tageslicht_h_th9;tageslicht_h_sum;tageslicht_h_th9_sum
7689;7;2022-06-22T08:00:00Z;22.9;23.8;23.3;23.3;49.9;52.2;51.05;475.53;171.19;50.6;0;0.92;4355.55;4048.65;58911.37;21208.09;0.6;16.23;16.23;145.96;145.96
7690;7;2022-06-22T09:00:00Z;23.9;25.3;24.5;24.5;40.4;47.5;44.05;633.88;228.2;69.12;0;1.2;4380.05;4073.15;59545.25;21436.29;0.6;16.23;16.23;145.96;145.96
7691;7;2022-06-22T10:00:00Z;25.2;25.9;25.65;25;40.1;41.3;40.7;537.18;193.38;61.52;0;1;4405.7;4098.15;60082.42;21629.67;0.6;16.23;16.23;145.96;145.96
7692;7;2022-06-22T11:00:00Z;26.4;27.6;27.2;25;38;40.9;39.23;751.8;270.65;84.35;0;1.12;4432.9;4123.15;60834.22;21900.32;0.6;16.23;16.23;145.96;145.96
7693;7;2022-06-22T12:00:00Z;27.4;28;27.62;25;36.1;37.8;37.18;621.85;223.87;71.83;0;1.25;4460.52;4148.15;61456.07;22124.19;0.6;16.23;16.23;145.96;145.96
7694;7;2022-06-22T13:00:00Z;28.6;29;28.83;25;34.5;35.5;34.95;818.38;294.62;92.05;0;1.58;4489.35;4173.15;62274.45;22418.8;0.6;16.23;16.23;145.96;145.96
7695;7;2022-06-22T14:00:00Z;28.6;29;28.8;25;34.1;35.4;34.83;747.58;269.13;83.58;0;2.2;4518.15;4198.15;63022.02;22687.93;0.6;16.23;16.23;145.96;145.96
7696;7;2022-06-22T15:00:00Z;28.1;28.5;28.33;25;35.6;37.9;36.52;572.3;206.03;65.95;0;1.93;4546.47;4223.15;63594.32;22893.96;0.6;16.23;16.23;145.96;145.96
7697;7;2022-06-22T16:00:00Z;28.3;28.9;28.65;25;36.8;44.2;40.28;570.92;205.53;62.03;0;1.8;4575.12;4248.15;64165.25;23099.49;0.6;16.23;16.23;145.96;145.96
7698;7;2022-06-22T17:00:00Z;27.3;27.9;27.58;25;45.5;46.5;46.1;285.38;102.74;33;0;1.73;4602.7;4273.15;64450.62;23202.22;0.6;16.23;16.23;145.96;145.96
7699;7;2022-06-22T18:00:00Z;26.2;26.9;26.65;25;50.9;54.8;52.93;239.68;86.28;25.02;0;1.6;4629.35;4298.15;64690.3;23288.51;0.6;16.23;16.23;145.96;145.96
7700;7;2022-06-22T19:00:00Z;24.8;25.6;25.15;25;56.8;61.9;59.15;71.4;25.7;8.35;0;1.38;4654.5;4323.15;64761.7;23314.21;0.6;16.23;16.23;145.96;145.96
7701;7;2022-06-22T20:00:00Z;23.6;24.9;24.23;24.23;59.3;64;61.6;27.15;9.77;3.28;0;0.85;4678.72;4347.38;64788.85;23323.99;0.6;16.23;16.23;145.96;145.96
7702;7;2022-06-22T21:00:00Z;20.7;23.3;22.03;22.03;64.2;72.5;68.17;0;0;0.27;0;0.28;4700.75;4369.4;64788.85;23323.99;0.6;16.23;16.23;145.96;145.96
7703;7;2022-06-22T22:00:00Z;19.3;20.1;19.7;19.7;75.1;78.2;76.9;0;0;0.2;0;0.5;4720.45;4389.1;64788.85;23323.99;0.6;16.23;16.23;145.96;145.96
7704;7;2022-06-22T23:00:00Z;19.1;19.5;19.3;19.3;77.8;79.8;78.85;0;0;0.2;0;0.28;4739.75;4408.4;64788.85;23323.99;0.6;16.23;16.23;145.96;145.96
7705;7;2022-06-23T00:00:00Z;19.1;19.4;19.3;19.3;79.6;80.3;79.95;0;0;0.2;0;0.28;4759.05;4427.7;64788.85;23323.99;0.6;16.23;16.23;162.19;162.19
7706;7;2022-06-23T01:00:00Z;19.5;19.8;19.68;19.68;78.4;79.9;79.18;0;0;0.2;0;0.4;4778.72;4447.38;64788.85;23323.99;0.6;16.23;16.23;162.19;162.19
7707;7;2022-06-23T02:00:00Z;18.2;19.6;18.88;18.88;80.5;84.3;82.38;0;0;0.2;0;0.38;4797.6;4466.25;64788.85;23323.99;0.6;16.23;16.23;162.19;162.19
7708;7;2022-06-23T03:00:00Z;17;18.2;17.82;17.82;86;86.7;86.33;0;0;0.2;0;0.45;4815.42;4484.08;64788.85;23323.99;0.6;16.23;16.23;162.19;162.19
7709;7;2022-06-23T04:00:00Z;16.5;16.9;16.65;16.65;89.1;90.5;89.83;4.05;1.46;0.88;0;0.3;4832.07;4500.72;64792.9;23325.44;0.6;16.23;16.23;162.19;162.19
7710;7;2022-06-23T05:00:00Z;16.8;18.3;17.48;17.48;88.1;90.9;89.58;49.92;17.97;5.95;0;0.28;4849.55;4518.2;64842.83;23343.42;0.6;16.23;16.23;162.19;162.19
7711;7;2022-06-23T06:00:00Z;19.4;20.7;20.18;20.18;80.7;85.5;82.88;125.55;45.2;16.38;0;1.08;4869.72;4538.38;64968.38;23388.61;0.6;16.23;16.23;162.19;162.19
7712;7;2022-06-23T07:00:00Z;20.9;21.4;21.18;21.18;77.7;80;79.2;231.3;83.27;26.95;0;1.25;4890.9;4559.55;65199.68;23471.88;0.6;16.23;16.23;162.19;162.19
7713;7;2022-06-23T08:00:00Z;22.1;23.6;23.08;23.08;71.9;77.5;73.85;386.4;139.1;41.7;0;0.92;4913.97;4582.62;65586.08;23610.99;0.6;16.23;16.23;162.19;162.19
7714;7;2022-06-23T09:00:00Z;23.6;24.8;24.38;24.38;66.4;73;68.98;617.95;222.46;67.83;0;1.62;4938.35;4607;66204.03;23833.45;0.6;16.23;16.23;162.19;162.19
7715;7;2022-06-23T10:00:00Z;25.4;26.1;25.73;25;61.3;64.5;63.2;734.78;264.52;82.35;0;1.78;4964.07;4632;66938.8;24097.97;0.6;16.23;16.23;162.19;162.19
7716;7;2022-06-23T11:00:00Z;26.4;27.1;26.78;25;58;60.4;59.1;770.25;277.29;88;0;1.85;4990.85;4657;67709.05;24375.26;0.6;16.23;16.23;162.19;162.19
7717;7;2022-06-23T12:00:00Z;27.6;28.6;28.03;25;51.7;55.7;53.88;851.2;306.43;97.7;0;1.93;5018.87;4682;68560.25;24681.69;0.6;16.23;16.23;162.19;162.19
7718;7;2022-06-23T13:00:00Z;29;29.9;29.4;25;46.5;50;48.33;880.68;317.04;100.95;0;1.78;5048.27;4707;69440.93;24998.73;0.6;16.23;16.23;162.19;162.19
7719;7;2022-06-23T14:00:00Z;30.4;31;30.7;25;41.1;43.7;42.2;820.05;295.22;93.35;0;1.68;5078.97;4732;70260.98;25293.95;0.6;16.23;16.23;162.19;162.19
7720;7;2022-06-23T15:00:00Z;30.9;31.6;31.33;25;38.4;41.3;39.78;735.6;264.82;82.2;0;1.83;5110.3;4757;70996.58;25558.77;0.6;16.23;16.23;162.19;162.19
7721;7;2022-06-23T16:00:00Z;31.5;31.6;31.55;25;38;39.2;38.85;568.25;204.57;61.95;0;1.88;5141.85;4782;71564.83;25763.34;0.6;16.23;16.23;162.19;162.19
7722;7;2022-06-23T17:00:00Z;31;31.7;31.48;25;40;40.8;40.33;422.85;152.23;46.1;0;1.35;5173.32;4807;71987.68;25915.56;0.6;16.23;16.23;162.19;162.19
7723;7;2022-06-23T18:00:00Z;31.5;31.7;31.58;25;40;40.4;40.23;297.83;107.22;30.2;0;1.43;5204.9;4832;72285.5;26022.78;0.6;16.23;16.23;162.19;162.19
7724;7;2022-06-23T19:00:00Z;29.7;31.4;30.8;25;40.7;46.2;42.65;134.12;48.28;12.4;0;1.65;5235.7;4857;72419.63;26071.06;0.6;16.23;16.23;162.19;162.19
7725;7;2022-06-23T20:00:00Z;26.5;27.9;27.23;25;49;52.2;50.18;19.68;7.08;2.93;0;1.1;5262.92;4882;72439.3;26078.15;0.6;16.23;16.23;162.19;162.19
7726;7;2022-06-23T21:00:00Z;23.8;25.1;24.3;24.3;56.6;60.7;59.15;0;0;0.25;0;0.52;5287.22;4906.3;72439.3;26078.15;0.6;16.23;16.23;162.19;162.19
7727;7;2022-06-23T22:00:00Z;22.9;23.7;23.23;23.23;61.4;64.6;63.25;0;0;0.2;0;0.62;5310.45;4929.53;72439.3;26078.15;0.6;16.23;16.23;162.19;162.19
7728;7;2022-06-23T23:00:00Z;23.2;24.2;23.63;23.63;61.2;64.9;63.18;0;0;0.2;0;1.88;5334.07;4953.15;72439.3;26078.15;0.6;16.23;16.23;162.19;162.19
7729;7;2022-06-24T00:00:00Z;21.3;22.1;21.83;21.83;66.5;69.2;67.72;0;0;0.2;0;1.88;5355.9;4974.98;72439.3;26078.15;0.6;16.22;16.22;178.41;178.41
7730;7;2022-06-24T01:00:00Z;20.3;20.9;20.53;20.53;70.6;71.6;71.25;0;0;0.2;0;1.9;5376.42;4995.5;72439.3;26078.15;0.6;16.22;16.22;178.41;178.41
7731;7;2022-06-24T02:00:00Z;18.5;20;19.1;19.1;73.7;86.3;81;0;0;0.2;0.8;0.9;5395.52;5014.6;72439.3;26078.15;1.4;16.22;16.22;178.41;178.41
7732;7;2022-06-24T03:00:00Z;18;18.3;18.15;18.15;88.2;90.1;89.23;0;0;0.2;0.2;0.6;5413.67;5032.75;72439.3;26078.15;1.6;16.22;16.22;178.41;178.41
7733;7;2022-06-24T04:00:00Z;18;18;18;18;90.4;91.2;90.88;0.85;0.31;0.5;0;0.83;5431.67;5050.75;72440.15;26078.45;1.6;16.22;16.22;178.41;178.41
7734;7;2022-06-24T05:00:00Z;18;18.2;18.08;18.08;90.7;91.3;91.05;31.23;11.24;4.38;0;0.98;5449.75;5068.82;72471.38;26089.7;1.6;16.22;16.22;178.41;178.41
7735;7;2022-06-24T06:00:00Z;18.3;18.3;18.3;18.3;89.8;90.8;90.53;21.9;7.88;3.55;0;0.6;5468.05;5087.12;72493.28;26097.58;1.6;16.22;16.22;178.41;178.41
7736;7;2022-06-24T07:00:00Z;18.6;19.4;18.95;18.95;83.7;88.4;85.7;107.15;38.57;13.62;0;0.98;5487;5106.08;72600.43;26136.15;1.6;16.22;16.22;178.41;178.41
7737;7;2022-06-24T08:00:00Z;18.4;19.1;18.75;18.75;85.9;88.9;87.8;80.15;28.85;11.3;0;0.58;5505.75;5124.82;72680.58;26165.01;1.6;16.22;16.22;178.41;178.41
7738;7;2022-06-24T09:00:00Z;19.4;20.6;19.88;19.88;79.1;84.6;82.58;141.98;51.11;18.7;0;0.75;5525.62;5144.7;72822.55;26216.12;1.6;16.22;16.22;178.41;178.41
7739;7;2022-06-24T10:00:00Z;20.4;23.5;21.73;21.73;66.8;79.2;74.55;433.3;155.99;51.38;0;1.03;5547.35;5166.42;73255.85;26372.11;1.6;16.22;16.22;178.41;178.41
7740;7;2022-06-24T11:00:00Z;23.9;24.9;24.35;24.35;58.6;63.7;60.75;754.28;271.54;87.4;0;2.03;5571.7;5190.78;74010.13;26643.64;1.6;16.22;16.22;178.41;178.41
7741;7;2022-06-24T12:00:00Z;24.9;26.4;25.83;25;52.3;57.7;54.73;884.48;318.41;100.45;0;1.75;5597.52;5215.78;74894.6;26962.06;1.6;16.22;16.22;178.41;178.41
7742;7;2022-06-24T13:00:00Z;26.9;27.2;27.08;25;48.7;50.1;49.38;720.78;259.48;83.5;0;1.65;5624.6;5240.78;75615.38;27221.54;1.6;16.22;16.22;178.41;178.41
7743;7;2022-06-24T14:00:00Z;26.6;28.4;27.4;25;44.8;47.8;46.2;538.75;193.95;63.58;0;1.12;5652;5265.78;76154.13;27415.48;1.6;16.22;16.22;178.41;178.41
7744;7;2022-06-24T15:00:00Z;21;27.2;24.83;24.83;46.3;74.7;56.68;76.4;27.5;9.85;16.6;1.45;5676.82;5290.6;76230.53;27442.99;18.2;16.22;16.22;178.41;178.41
7745;7;2022-06-24T16:00:00Z;17.6;18.1;17.77;17.77;87.8;93.6;91.53;36.08;12.99;5.5;9.5;0.78;5694.6;5308.38;76266.6;27455.98;27.7;16.22;16.22;178.41;178.41
7746;7;2022-06-24T17:00:00Z;18.5;18.8;18.65;18.65;93.4;94;93.65;68.4;24.62;9.38;0;0.73;5713.25;5327.02;76335;27480.6;27.7;16.22;16.22;178.41;178.41
7747;7;2022-06-24T18:00:00Z;18;18.4;18.15;18.15;93.4;94;93.73;16.92;6.09;2.83;1.3;0.25;5731.4;5345.17;76351.93;27486.69;29;16.22;16.22;178.41;178.41
7748;7;2022-06-24T19:00:00Z;18;18.1;18.05;18.05;93.8;94;93.93;16.35;5.89;2.62;0.7;0.62;5749.45;5363.22;76368.28;27492.58;29.7;16.22;16.22;178.41;178.41
7749;7;2022-06-24T20:00:00Z;17.8;17.9;17.88;17.88;93.7;94.3;93.98;6.18;2.22;1.3;0.1;0.12;5767.32;5381.1;76374.45;27494.8;29.8;16.22;16.22;178.41;178.41
7750;7;2022-06-24T21:00:00Z;17.7;17.9;17.83;17.83;94.5;94.9;94.7;0;0;0.25;0;0.15;5785.15;5398.92;76374.45;27494.8;29.8;16.22;16.22;178.41;178.41
7751;7;2022-06-24T22:00:00Z;17;17.6;17.35;17.35;95;95.2;95.12;0;0;0.2;0;0.08;5802.5;5416.27;76374.45;27494.8;29.8;16.22;16.22;178.41;178.41
7752;7;2022-06-24T23:00:00Z;16.8;17;16.88;16.88;95.6;95.9;95.7;0;0;0.2;0;0.45;5819.37;5433.15;76374.45;27494.8;29.8;16.22;16.22;178.41;178.41
7753;7;2022-06-25T00:00:00Z;15.9;16.7;16.25;16.25;95.6;95.8;95.7;0;0;0.2;0;0.4;5835.62;5449.4;76374.45;27494.8;29.8;16.22;16.22;194.63;194.63
7754;7;2022-06-25T01:00:00Z;15.4;15.7;15.55;15.55;95.8;96;95.93;0;0;0.2;0.1;0.4;5851.17;5464.95;76374.45;27494.8;29.9;16.22;16.22;194.63;194.63
7755;7;2022-06-25T02:00:00Z;14.6;15.3;14.93;14.93;95.8;96.1;95.98;0;0;0.2;0;0.2;5866.1;5479.88;76374.45;27494.8;29.9;16.22;16.22;194.63;194.63
7756;7;2022-06-25T03:00:00Z;14.3;14.4;14.35;14.35;96.1;96.4;96.25;0;0;0.2;0;0.28;5880.45;5494.23;76374.45;27494.8;29.9;16.22;16.22;194.63;194.63
7757;7;2022-06-25T04:00:00Z;13.9;14.1;14;14;96.2;96.5;96.4;2.05;0.74;0.88;0;0.22;5894.45;5508.23;76376.5;27495.54;29.9;16.22;16.22;194.63;194.63
7758;7;2022-06-25T05:00:00Z;14;15.4;14.75;14.75;95.9;96.9;96.35;53.25;19.17;6.08;0;0.2;5909.2;5522.98;76429.75;27514.71;29.9;16.22;16.22;194.63;194.63
7759;7;2022-06-25T06:00:00Z;15.7;16.6;15.98;15.98;95.1;95.8;95.5;118.38;42.62;15.73;0;0.32;5925.17;5538.95;76548.13;27557.33;29.9;16.22;16.22;194.63;194.63
7760;7;2022-06-25T07:00:00Z;17.4;18.3;17.95;17.95;86.2;93.3;89.4;306.6;110.38;32.9;0;0.52;5943.12;5556.9;76854.73;27667.7;29.9;16.22;16.22;194.63;194.63
7761;7;2022-06-25T08:00:00Z;18.4;19;18.62;18.62;81.3;84;82.78;250.7;90.25;30.98;0;0.68;5961.75;5575.53;77105.43;27757.95;29.9;16.22;16.22;194.63;194.63
7762;7;2022-06-25T09:00:00Z;19.1;20.5;19.73;19.73;76;81.7;78.68;412.45;148.48;47.33;0;1.2;5981.47;5595.25;77517.88;27906.44;29.9;16.22;16.22;194.63;194.63
7763;7;2022-06-25T10:00:00Z;21;22.1;21.68;21.68;68.9;74;70.83;747.72;269.18;85.45;0;1.25;6003.15;5616.93;78265.6;28175.62;29.9;16.22;16.22;194.63;194.63
7764;7;2022-06-25T11:00:00Z;22.8;23.4;23.12;23.12;64.4;66.3;65.1;677.58;243.93;78.03;0;1.23;6026.27;5640.05;78943.18;28419.54;29.9;16.22;16.22;194.63;194.63
7765;7;2022-06-25T12:00:00Z;23.8;24.2;24.03;24.03;60;63;61.75;559.8;201.53;66.45;0;1.3;6050.3;5664.08;79502.98;28621.07;29.9;16.22;16.22;194.63;194.63
7766;7;2022-06-25T13:00:00Z;24.1;25.5;25;25;54.2;60.1;56.23;789.43;284.19;90.75;0;1.7;6075.3;5689.08;80292.4;28905.26;29.9;16.22;16.22;194.63;194.63
7767;7;2022-06-25T14:00:00Z;25.2;26.5;25.78;25;50.8;54.6;53.38;590.35;212.53;68.25;0;1.23;6101.07;5714.08;80882.75;29117.79;29.9;16.22;16.22;194.63;194.63
7768;7;2022-06-25T15:00:00Z;25.9;27;26.58;25;48.1;50.9;49.43;512.95;184.66;59.08;0;1.3;6127.65;5739.08;81395.7;29302.45;29.9;16.22;16.22;194.63;194.63
7769;7;2022-06-25T16:00:00Z;26.7;27.5;27.03;25;46;48.5;47.43;416.65;149.99;46.73;0;1.45;6154.67;5764.08;81812.35;29452.45;29.9;16.22;16.22;194.63;194.63
7770;7;2022-06-25T17:00:00Z;27.2;27.9;27.48;25;45.6;46.8;45.9;365.75;131.67;40.65;0;1.2;6182.15;5789.08;82178.1;29584.12;29.9;16.22;16.22;194.63;194.63
7771;7;2022-06-25T18:00:00Z;25.9;26.9;26.45;25;46.8;51.4;48.83;110.6;39.82;16.08;0;0.85;6208.6;5814.08;82288.7;29623.93;29.9;16.22;16.22;194.63;194.63
7772;7;2022-06-25T19:00:00Z;25.8;26;25.92;25;49.3;50.9;50;86.98;31.31;10.55;0;0.6;6234.52;5839.08;82375.68;29655.24;29.9;16.22;16.22;194.63;194.63
7773;7;2022-06-25T20:00:00Z;22.4;25.5;23.7;23.7;54.8;67;62.53;13.78;4.96;2.6;0;0.28;6258.22;5862.78;82389.45;29660.2;29.9;16.22;16.22;194.63;194.63
7774;7;2022-06-25T21:00:00Z;19.7;21.8;20.7;20.7;68.7;75.4;72.05;0;0;0.25;0;0.45;6278.92;5883.48;82389.45;29660.2;29.9;16.22;16.22;194.63;194.63
7775;7;2022-06-25T22:00:00Z;19.1;19.4;19.18;19.18;75.7;76.3;76.1;0;0;0.2;0;0.65;6298.1;5902.65;82389.45;29660.2;29.9;16.22;16.22;194.63;194.63
7776;7;2022-06-25T23:00:00Z;19.2;19.3;19.28;19.28;75.6;76.8;76.25;0;0;0.2;0;0.5;6317.37;5921.92;82389.45;29660.2;29.9;16.22;16.22;194.63;194.63
7777;7;2022-06-26T00:00:00Z;18.6;20.9;19.85;19.85;68.3;78.9;73.73;0;0;0.2;0.5;1.83;6337.22;5941.78;82389.45;29660.2;30.4;16.21;16.21;210.84;210.84
7778;7;2022-06-26T01:00:00Z;17.5;18;17.68;17.68;82.4;88.9;86.62;0;0;0.2;1.6;1.63;6354.9;5959.45;82389.45;29660.2;32;16.21;16.21;210.84;210.84
7779;7;2022-06-26T02:00:00Z;17.6;17.7;17.62;17.62;88.3;89.5;89;0;0;0.2;0;0.73;6372.52;5977.08;82389.45;29660.2;32;16.21;16.21;210.84;210.84
7780;7;2022-06-26T03:00:00Z;17.1;17.4;17.25;17.25;90.2;90.5;90.33;0;0;0.2;0;0.7;6389.77;5994.33;82389.45;29660.2;32;16.21;16.21;210.84;210.84
7781;7;2022-06-26T04:00:00Z;16.8;17.1;16.95;16.95;90.8;92;91.38;2.8;1.01;0.6;0;0.4;6406.72;6011.28;82392.25;29661.21;32;16.21;16.21;210.84;210.84
7782;7;2022-06-26T05:00:00Z;16.9;17;16.98;16.98;92;92.2;92.12;25.5;9.18;3.42;0;0.43;6423.7;6028.25;82417.75;29670.39;32;16.21;16.21;210.84;210.84
7783;7;2022-06-26T06:00:00Z;17.1;19.6;18.05;18.05;82.5;92.3;89.03;153.23;55.16;18.35;0;0.7;6441.75;6046.3;82570.98;29725.55;32;16.21;16.21;210.84;210.84
7784;7;2022-06-26T07:00:00Z;19.4;21.1;20.23;20.23;71.1;78.9;74.95;293.05;105.5;32.05;0;1.48;6461.97;6066.53;82864.03;29831.05;32;16.21;16.21;210.84;210.84
7785;7;2022-06-26T08:00:00Z;20.2;22.2;21.4;21.4;67.7;76.5;71.9;459.22;165.32;50.68;0;1.1;6483.37;6087.93;83323.25;29996.37;32;16.21;16.21;210.84;210.84
7786;7;2022-06-26T09:00:00Z;21.6;23;22.38;22.38;65.6;70;67.12;617.38;222.26;69.8;0;1.43;6505.75;6110.3;83940.63;30218.63;32;16.21;16.21;210.84;210.84
7787;7;2022-06-26T10:00:00Z;22.8;23.9;23.42;23.42;60.8;64.7;62.18;766.3;275.87;88.15;0;1.2;6529.17;6133.73;84706.93;30494.49;32;16.21;16.21;210.84;210.84
7788;7;2022-06-26T11:00:00Z;24.3;25.1;24.68;24.68;57;60.2;58.85;672.9;242.24;78.35;0;1.38;6553.85;6158.4;85379.83;30736.74;32;16.21;16.21;210.84;210.84
7789;7;2022-06-26T12:00:00Z;24.3;25.2;24.78;24.78;56.6;59.2;57.78;336.3;121.07;41.9;0;0.83;6578.62;6183.18;85716.13;30857.8;32;16.21;16.21;210.84;210.84
7790;7;2022-06-26T13:00:00Z;22.5;24;23.33;23.33;61.2;65.4;62.85;105.85;38.11;14.35;0;1.28;6601.95;6206.5;85821.98;30895.91;32;16.21;16.21;210.84;210.84
7791;7;2022-06-26T14:00:00Z;22;23.2;22.45;22.45;62.4;66.2;64.7;224.6;80.86;28.23;0;2.08;6624.4;6228.95;86046.58;30976.77;32;16.21;16.21;210.84;210.84
7792;7;2022-06-26T15:00:00Z;23;23.5;23.35;23.35;63.2;64.1;63.53;290.22;104.48;35.88;0;1.98;6647.75;6252.3;86336.8;31081.25;32;16.21;16.21;210.84;210.84
7793;7;2022-06-26T16:00:00Z;22.6;23.8;23.28;23.28;63.2;67.8;65.53;185.08;66.63;23.2;0;1.88;6671.02;6275.58;86521.88;31147.88;32;16.21;16.21;210.84;210.84
7794;7;2022-06-26T17:00:00Z;22;22.5;22.2;22.2;68.5;72.1;70.15;105.03;37.81;13.73;0;1.85;6693.22;6297.78;86626.9;31185.68;32;16.21;16.21;210.84;210.84
7795;7;2022-06-26T18:00:00Z;21.6;22.2;21.85;21.85;71.4;72.9;72.43;86.55;31.16;11.45;0;1.98;6715.07;6319.63;86713.45;31216.84;32;16.21;16.21;210.84;210.84
7796;7;2022-06-26T19:00:00Z;20.5;21.5;20.95;20.95;73.1;76.7;75.33;46.25;16.65;7.25;0;1.95;6736.02;6340.58;86759.7;31233.49;32;16.21;16.21;210.84;210.84
7797;7;2022-06-26T20:00:00Z;19.7;20.2;19.9;19.9;77.2;77.7;77.48;11.4;4.1;2.53;0;2.12;6755.92;6360.48;86771.1;31237.6;32;16.21;16.21;210.84;210.84
7798;7;2022-06-26T21:00:00Z;18.7;19.6;19.08;19.08;76.9;78;77.45;0;0;0.25;0;2.72;6775;6379.55;86771.1;31237.6;32;16.21;16.21;210.84;210.84
7799;7;2022-06-26T22:00:00Z;18.2;18.7;18.58;18.58;77.5;82;78.78;0;0;0.2;0.5;2.62;6793.57;6398.12;86771.1;31237.6;32.5;16.21;16.21;210.84;210.84
7800;7;2022-06-26T23:00:00Z;17;17.5;17.2;17.2;87.1;91.3;89.58;0;0;0.2;4.6;2.98;6810.77;6415.32;86771.1;31237.6;37.1;16.21;16.21;210.84;210.84
7801;7;2022-06-27T00:00:00Z;16.9;17;16.98;16.98;92;93.8;93.08;0;0;0.2;8.4;1.25;6827.75;6432.3;86771.1;31237.6;45.5;16.2;16.2;227.04;227.04
7802;7;2022-06-27T01:00:00Z;17.1;17.3;17.23;17.23;94.2;94.6;94.4;0;0;0.2;1;1.05;6844.97;6449.53;86771.1;31237.6;46.5;16.2;16.2;227.04;227.04
7803;7;2022-06-27T02:00:00Z;17.2;17.2;17.2;17.2;94.6;95.2;94.95;0;0;0.2;1.4;0.7;6862.17;6466.73;86771.1;31237.6;47.9;16.2;16.2;227.04;227.04
7804;7;2022-06-27T03:00:00Z;17;17.2;17.1;17.1;95.3;95.7;95.45;0;0;0.2;0.1;0.43;6879.27;6483.83;86771.1;31237.6;48;16.2;16.2;227.04;227.04
7805;7;2022-06-27T04:00:00Z;17.3;17.5;17.4;17.4;95.8;95.9;95.83;0.15;0.05;0.33;0;0.2;6896.67;6501.23;86771.25;31237.65;48;16.2;16.2;227.04;227.04
7806;7;2022-06-27T05:00:00Z;17.6;17.9;17.73;17.73;95.9;96.1;95.98;18.12;6.53;2.9;0;0.12;6914.4;6518.95;86789.38;31244.18;48;16.2;16.2;227.04;227.04
7807;7;2022-06-27T06:00:00Z;18.1;19;18.52;18.52;94.3;95.9;95.25;163.48;58.85;18.12;0;0.55;6932.92;6537.48;86952.85;31303.03;48;16.2;16.2;227.04;227.04
7808;7;2022-06-27T07:00:00Z;18.5;19;18.68;18.68;92.7;93;92.88;98.95;35.62;13.2;0;0.8;6951.6;6556.15;87051.8;31338.65;48;16.2;16.2;227.04;227.04
7809;7;2022-06-27T08:00:00Z;19.2;21.3;20.4;20.4;79.2;92.8;85.78;429.35;154.57;46.42;0;0.72;6972;6576.55;87481.15;31493.21;48;16.2;16.2;227.04;227.04
7810;7;2022-06-27T09:00:00Z;21.2;21.7;21.45;21.45;74.6;75.8;75.17;397.9;143.24;48.35;0;1.08;6993.45;6598;87879.05;31636.46;48;16.2;16.2;227.04;227.04
7811;7;2022-06-27T10:00:00Z;21.7;22.7;22.12;22.12;72.1;75.2;73.7;320.53;115.39;38.95;0;1.05;7015.57;6620.12;88199.58;31751.85;48;16.2;16.2;227.04;227.04
7812;7;2022-06-27T11:00:00Z;21.1;21.8;21.35;21.35;74.3;75.6;74.95;145.83;52.5;20.02;0;1.3;7036.92;6641.48;88345.4;31804.34;48;16.2;16.2;227.04;227.04
7813;7;2022-06-27T12:00:00Z;20.6;21.7;21.18;21.18;69.6;77;72;210.75;75.87;27.68;0.7;1.5;7058.1;6662.65;88556.15;31880.21;48.7;16.2;16.2;227.04;227.04
7814;7;2022-06-27T13:00:00Z;19.9;21.4;20.53;20.53;77.4;81.7;79.85;310.88;111.92;39.05;0.1;1;7078.62;6683.18;88867.03;31992.13;48.8;16.2;16.2;227.04;227.04
7815;7;2022-06-27T14:00:00Z;22.4;23.1;22.8;22.8;64.4;70.9;68.62;524.92;188.97;61.77;0;1.62;7101.42;6705.98;89391.95;32181.1;48.8;16.2;16.2;227.04;227.04
7816;7;2022-06-27T15:00:00Z;22.3;24.6;23.23;23.23;58;61.1;59.75;276.85;99.67;33.1;0;2.08;7124.65;6729.2;89668.8;32280.77;48.8;16.2;16.2;227.04;227.04
7817;7;2022-06-27T16:00:00Z;21.6;22.7;21.95;21.95;61;62.8;62.05;234.82;84.54;28;0;1.65;7146.6;6751.15;89903.63;32365.3;48.8;16.2;16.2;227.04;227.04
7818;7;2022-06-27T17:00:00Z;23.5;24.1;23.88;23.88;56.4;58.7;57.33;435.08;156.63;46.45;0;1.2;7170.47;6775.03;90338.7;32521.93;48.8;16.2;16.2;227.04;227.04
7819;7;2022-06-27T18:00:00Z;22.2;23.7;22.85;22.85;57;59.4;58.33;88.97;32.03;11.35;0;1.53;7193.32;6797.88;90427.68;32553.96;48.8;16.2;16.2;227.04;227.04
7820;7;2022-06-27T19:00:00Z;21.3;21.9;21.62;21.62;61.1;62.2;61.48;49.7;17.89;6.93;0;1.23;7214.95;6819.5;90477.38;32571.86;48.8;16.2;16.2;227.04;227.04
7821;7;2022-06-27T20:00:00Z;19;21.1;19.88;19.88;63.6;72.9;69.25;24.63;8.87;2.2;0;1.9;7234.82;6839.38;90502;32580.72;48.8;16.2;16.2;227.04;227.04
