"tage_seit_aussaat";"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"wetter_id";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"par_Wh_m2";"windgeschwindigkeit_m_s";"FAO56_mm";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"FAO56_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"wasser_input_Vortag"
31;47.95;57.25;61.89;71.19;81.49;96.43;337;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;651.55;1.84;4.8;15.85;15.85;655.19;652.03;204177.95;50.1;144.1;499.9;499.9;20;30;50;1.2;48.08;59.16;64.69;75.77;83.24;96.26;0
32;48.58;56.66;60.7;68.78;80.4;96.06;338;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;760.3;1.66;4.8;15.82;15.82;674.25;671.1;211091.42;50.1;148.9;515.72;515.72;20;30;50;1.2;47.95;57.25;61.89;71.19;81.49;96.43;21.9
33;50.1;56.68;59.98;66.56;79.28;95.28;339;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;744.3;1.47;4.7;15.79;15.79;693.74;690.58;217841.1;50.1;153.6;531.51;531.51;20;30;50;1.2;48.58;56.66;60.7;68.78;80.4;96.06;0
34;50.57;55.87;58.52;63.82;78.08;94.98;340;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;872.4;1.05;5.3;15.75;15.75;715.06;711.9;225787.4;50.1;158.9;547.26;547.26;20;30;50;1.2;50.1;56.68;59.98;66.56;79.28;95.28;0
35;50.61;54.71;56.77;60.87;76.88;94.94;341;24.24;24.24;11.9;34.7;43.62;22;80.6;7726.8;843.88;0.66;5.4;15.72;15.72;739.29;736.14;233514.2;50.1;164.3;562.98;562.98;20;30;50;1.2;50.57;55.87;58.52;63.82;78.08;94.98;0
36;50.76;53.72;55.19;58.15;75.6;94.52;342;26.73;25;13.2;37;42.99;21.8;80.2;7924.97;857.32;1;6;15.68;15.68;766.03;761.14;241439.17;50.1;170.3;578.66;578.66;20;30;50;1.2;50.61;54.71;56.77;60.87;76.88;94.94;0
37;56.52;58.52;59.52;61.52;76.32;92.12;343;26.35;25;16.9;35.2;51.92;32.5;85.8;6284.95;691.75;1.43;5.4;15.64;15.64;792.38;786.14;247724.12;51.1;175.7;594.3;594.3;20;30;50;1.2;50.76;53.72;55.19;58.15;75.6;94.52;41.2
38;103.39;89.25;82.17;68.03;80.87;86.63;344;22.96;22.96;18.4;28.6;66.26;42.9;91.9;5431.42;626;1.56;4.3;15.6;15.6;815.34;809.1;253155.55;51.1;180;609.9;609.9;20;30;50;1.2;56.52;58.52;59.52;61.52;76.32;92.12;1
39;81.84;75.02;71.6;64.78;77.99;87.79;345;23.51;23.51;16.4;31;58.14;36.4;85;7364.18;813.62;1.12;5.3;15.56;15.56;838.85;832.61;260519.72;51.1;185.3;625.46;625.46;20;30;50;1.2;103.39;89.25;82.17;68.03;80.87;86.63;0
40;65.68;63.44;62.31;60.07;75.05;88.91;346;24.07;24.07;18.2;29.9;56.96;35.9;82.7;7096.15;774.62;1.49;5.3;15.52;15.52;862.92;856.68;267615.88;51.5;190.6;640.98;640.98;20;30;50;1.2;81.84;75.02;71.6;64.78;77.99;87.79;0
41;58.28;57.7;57.42;56.84;73;88.88;347;25.19;25;15.9;33.1;50.37;29.4;78.4;7569.55;829.45;0.79;5.3;15.48;15.48;888.11;881.68;275185.42;51.5;195.9;656.46;656.46;20;30;50;1.2;65.68;63.44;62.31;60.07;75.05;88.91;0.4
42;86.65;70.91;63.05;47.31;71.54;87.9;348;25.61;25;15.6;34.2;52.43;34.3;83.7;5766.73;645.08;1.41;5;15.44;15.44;913.72;906.68;280952.15;51.5;200.9;671.9;671.9;20;30;50;1.2;58.28;57.7;57.42;56.84;73;88.88;23.8
43;110.85;82.53;68.37;40.05;70.58;86.96;349;21.93;21.93;17.1;27.6;57.06;37.9;74.5;5686.42;646.4;1.49;4.4;15.4;15.4;935.66;928.61;286638.58;51.5;205.3;687.3;687.3;20;30;50;1.2;86.65;70.91;63.05;47.31;71.54;87.9;0
2;91.92;93.48;94.27;95.83;95.92;96.78;308;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;916.82;0.9;5.7;16.2;16.2;41.54;41.54;16785.53;0;11;32.39;32.39;20;30;50;1.2;110.85;82.53;68.37;40.05;70.58;86.96;0
3;87.01;90.39;92.08;95.46;95.13;96.49;309;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;904.78;1.61;6;16.21;16.21;64.43;64.43;25025.08;0;17;48.6;48.6;20;30;50;1.2;91.92;93.48;94.27;95.83;95.92;96.78;0
4;90.67;91.81;92.38;93.52;94.56;96.18;310;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;869.72;0.79;5.3;16.22;16.22;86.64;86.64;32810.47;0;22.3;64.82;64.82;20;30;50;1.2;87.01;90.39;92.08;95.46;95.13;96.49;9.4
5;91.23;92.17;92.65;93.59;94.55;95.99;311;26.13;25;14;36.5;49.52;25.6;81;7473.08;799.05;0.72;5.6;16.22;16.22;112.77;111.64;40283.55;0;27.9;81.04;81.04;20;30;50;1.2;90.67;91.81;92.38;93.52;94.56;96.18;0
6;99.48;96.36;94.81;91.69;94.6;95.96;312;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;836.18;1.94;6.6;16.23;16.23;138.79;136.64;47915.03;0;34.5;97.27;97.27;20;30;50;1.2;91.23;92.17;92.65;93.59;94.55;95.99;9.6
7;95.58;94.1;93.35;91.87;94.04;95.48;313;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;276.35;1.53;2.1;16.23;16.23;155.75;153.6;50234.35;0.6;36.6;113.5;113.5;20;30;50;1.2;99.48;96.36;94.81;91.69;94.6;95.96;0
8;116.16;104.42;98.54;86.8;93.83;94.99;314;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;829.85;1.19;4.8;16.23;16.23;174.74;172.59;57722.6;0.6;41.4;129.73;129.73;20;30;50;1.2;95.58;94.1;93.35;91.87;94.04;95.48;10.3
9;102.33;97.91;95.69;91.27;94.07;94.67;315;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;768.45;0.98;4.9;16.23;16.23;197.49;195.34;64567.05;0.6;46.3;145.96;145.96;20;30;50;1.2;116.16;104.42;98.54;86.8;93.83;94.99;0
10;102.48;98.18;96.03;91.73;94.25;94.63;316;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;859.25;1.18;5.5;16.23;16.23;222.25;220.11;72197.98;0.6;51.8;162.19;162.19;20;30;50;1.2;102.33;97.91;95.69;91.27;94.07;94.67;5
11;104.87;99.39;96.66;91.18;94.11;94.31;317;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;471.28;0.92;2.9;16.22;16.22;242.47;240.33;76113.95;29.8;54.7;178.41;178.41;20;30;50;1.2;102.48;98.18;96.03;91.73;94.25;94.63;0
12;124.86;111.76;105.2;92.1;95.77;92.89;318;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;699.92;0.77;4;16.22;16.22;263.22;261.08;82106.75;29.9;58.7;194.63;194.63;20;30;50;1.2;104.87;99.39;96.66;91.18;94.11;94.31;29.2
13;112.1;105.82;102.68;96.4;96.58;93.62;319;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;521.35;1.55;3.3;16.21;16.21;283.78;281.64;86472.45;37.1;62;210.84;210.84;20;30;50;1.2;124.86;111.76;105.2;92.1;95.77;92.89;0.1
14;130.61;116.79;109.89;96.07;98.13;93.27;320;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;446.3;1.02;2.7;16.2;16.2;303.45;301.31;90184.9;48.8;64.7;227.04;227.04;20;30;50;1.2;112.1;105.82;102.68;96.4;96.58;93.62;7.2
15;113.88;109.6;107.47;103.19;99.82;94.32;321;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;915.02;1.07;5.2;16.2;16.2;323.32;321.17;98433.12;48.8;69.9;243.24;243.24;20;30;50;1.2;130.61;116.79;109.89;96.07;98.13;93.27;11.7
16;104.14;104.16;104.17;104.19;100.59;96.99;322;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;729.52;0.75;4.7;16.18;16.18;346.61;344.46;104881.18;48.8;74.6;259.42;259.42;20;30;50;1.2;113.88;109.6;107.47;103.19;99.82;94.32;0
17;99.72;101.46;102.34;104.08;100.92;98.64;323;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;853.35;1.31;5.6;16.17;16.17;370.37;368.22;112539.02;49.1;80.2;275.59;275.59;20;30;50;1.2;104.14;104.16;104.17;104.19;100.59;96.99;0
18;95.23;98.45;100.05;103.27;100.53;99.41;324;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;448.52;0.98;2.8;16.16;16.16;388.06;385.91;116253.05;49.7;83;291.75;291.75;20;30;50;1.2;99.72;101.46;102.34;104.08;100.92;98.64;0.3
19;111.75;106.43;103.76;98.44;100.66;100.22;325;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;926.18;1;5.3;16.14;16.14;408.01;405.86;124647.27;49.7;88.3;307.89;307.89;20;30;50;1.2;95.23;98.45;100.05;103.27;100.53;99.41;11.6
20;101.25;101.25;101.25;101.25;100.86;100.48;326;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;873.4;1.23;5.5;16.13;16.13;430.68;428.54;132542.6;49.7;93.8;324.02;324.02;20;30;50;1.2;111.75;106.43;103.76;98.44;100.66;100.22;0
21;92.84;96.74;98.68;102.58;100.83;101.03;327;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;921.02;1.36;5.7;16.11;16.11;452.36;450.22;140898.8;49.7;99.5;340.13;340.13;20;30;50;1.2;101.25;101.25;101.25;101.25;100.86;100.48;0
22;82.51;91.09;95.38;103.96;100.51;101.35;328;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;897.45;1.38;5.6;16.09;16.09;473.83;471.69;149116.75;49.7;105.1;356.22;356.22;20;30;50;1.2;92.84;96.74;98.68;102.58;100.83;101.03;0
23;86.62;92.32;95.18;100.88;99.69;101.35;329;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;831.7;2.08;5;16.07;16.07;491.74;489.59;156675.02;49.7;110.1;372.29;372.29;20;30;50;1.2;82.51;91.09;95.38;103.96;100.51;101.35;10.7
24;80.45;88.67;92.79;101.01;98.93;100.97;330;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;354.9;1.46;2.5;16.04;16.04;509.28;507.14;159521.08;50.1;112.6;388.33;388.33;20;30;50;1.2;86.62;92.32;95.18;100.88;99.69;101.35;0
25;71.17;83.47;89.62;101.92;98.15;100.53;331;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;844.4;1.12;4.6;16.02;16.02;527.31;525.16;166998.62;50.1;117.2;404.35;404.35;20;30;50;1.2;80.45;88.67;92.79;101.01;98.93;100.97;0.4
3;83.3;89.08;91.96;97.74;96.23;97.61;309;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;904.78;1.61;6;16.21;16.21;64.43;64.43;25025.08;0;17;48.6;48.6;20;30;50;1.2;89.23;92.83;94.62;98.22;97.43;98.45;0
4;82.47;88.13;90.95;96.61;95.53;97.29;310;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;869.72;0.79;5.3;16.22;16.22;86.64;86.64;32810.47;0;22.3;64.82;64.82;20;30;50;1.2;83.3;89.08;91.96;97.74;96.23;97.61;9.2
5;84.27;88.95;91.3;95.98;95.35;97.07;311;26.13;25;14;36.5;49.52;25.6;81;7473.08;799.05;0.72;5.6;16.22;16.22;112.77;111.64;40283.55;0;27.9;81.04;81.04;20;30;50;1.2;82.47;88.13;90.95;96.61;95.53;97.29;0
6;87.12;90.3;91.88;95.06;95.2;96.92;312;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;836.18;1.94;6.6;16.23;16.23;138.79;136.64;47915.03;0;34.5;97.27;97.27;20;30;50;1.2;84.27;88.95;91.3;95.98;95.35;97.07;9.4
7;84.33;88.51;90.59;94.77;94.63;96.57;313;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;276.35;1.53;2.1;16.23;16.23;155.75;153.6;50234.35;0.6;36.6;113.5;113.5;20;30;50;1.2;87.12;90.3;91.88;95.06;95.2;96.92;0
8;90.9;91.72;92.14;92.96;94.37;96.19;314;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;829.85;1.19;4.8;16.23;16.23;174.74;172.59;57722.6;0.6;41.4;129.73;129.73;20;30;50;1.2;84.33;88.51;90.59;94.77;94.63;96.57;10.2
9;90.35;91.81;92.53;93.99;94.55;95.85;315;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;768.45;0.98;4.9;16.23;16.23;197.49;195.34;64567.05;0.6;46.3;145.96;145.96;20;30;50;1.2;90.9;91.72;92.14;92.96;94.37;96.19;0
10;89.79;91.75;92.72;94.68;94.74;95.78;316;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;859.25;1.18;5.5;16.23;16.23;222.25;220.11;72197.98;0.6;51.8;162.19;162.19;20;30;50;1.2;90.35;91.81;92.53;93.99;94.55;95.85;5
11;94.79;94.45;94.27;93.93;94.83;95.57;317;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;471.28;0.92;2.9;16.22;16.22;242.47;240.33;76113.95;29.8;54.7;178.41;178.41;20;30;50;1.2;89.79;91.75;92.72;94.68;94.74;95.78;0
12;116.75;114.11;112.79;110.15;100.9;90.32;318;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;699.92;0.77;4;16.22;16.22;263.22;261.08;82106.75;29.9;58.7;194.63;194.63;20;30;50;1.2;94.79;94.45;94.27;93.93;94.83;95.57;29.2
13;108.76;109.28;109.55;110.07;101.48;93.14;319;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;521.35;1.55;3.3;16.21;16.21;283.78;281.64;86472.45;37.1;62;210.84;210.84;20;30;50;1.2;116.75;114.11;112.79;110.15;100.9;90.32;0.1
14;118;122.76;125.14;129.9;118.38;109.24;320;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;446.3;1.02;2.7;16.2;16.2;303.45;301.31;90184.9;48.8;64.7;227.04;227.04;20;30;50;1.2;108.76;109.28;109.55;110.07;101.48;93.14;7.2
15;106.59;111.91;114.56;119.88;115.87;114.51;321;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;915.02;1.07;5.2;16.2;16.2;323.32;321.17;98433.12;48.8;69.9;243.24;243.24;20;30;50;1.2;118;122.76;125.14;129.9;118.38;109.24;11.7
16;99.15;106.27;109.83;116.95;112.68;111.98;322;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;729.52;0.75;4.7;16.18;16.18;346.61;344.46;104881.18;48.8;74.6;259.42;259.42;20;30;50;1.2;106.59;111.91;114.56;119.88;115.87;114.51;0
17;96.03;103.63;107.44;115.04;110.85;110.47;323;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;853.35;1.31;5.6;16.17;16.17;370.37;368.22;112539.02;49.1;80.2;275.59;275.59;20;30;50;1.2;99.15;106.27;109.83;116.95;112.68;111.98;0
18;92.18;100.62;104.84;113.28;109.35;109.65;324;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;448.52;0.98;2.8;16.16;16.16;388.06;385.91;116253.05;49.7;83;291.75;291.75;20;30;50;1.2;96.03;103.63;107.44;115.04;110.85;110.47;0.3
19;96.17;101.85;104.68;110.36;107.97;108.41;325;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;926.18;1;5.3;16.14;16.14;408.01;405.86;124647.27;49.7;88.3;307.89;307.89;20;30;50;1.2;92.18;100.62;104.84;113.28;109.35;109.65;11.6
20;93.63;100.21;103.5;110.08;107.07;107.35;326;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;873.4;1.23;5.5;16.13;16.13;430.68;428.54;132542.6;49.7;93.8;324.02;324.02;20;30;50;1.2;96.17;101.85;104.68;110.36;107.97;108.41;0
21;88.32;97.16;101.58;110.42;106.41;106.81;327;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;921.02;1.36;5.7;16.11;16.11;452.36;450.22;140898.8;49.7;99.5;340.13;340.13;20;30;50;1.2;93.63;100.21;103.5;110.08;107.07;107.35;0
22;82.42;93.64;99.24;110.46;105.52;106.2;328;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;897.45;1.38;5.6;16.09;16.09;473.83;471.69;149116.75;49.7;105.1;356.22;356.22;20;30;50;1.2;88.32;97.16;101.58;110.42;106.41;106.81;0
23;80.14;91.68;97.44;108.98;104.61;106.01;329;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;831.7;2.08;5;16.07;16.07;491.74;489.59;156675.02;49.7;110.1;372.29;372.29;20;30;50;1.2;82.42;93.64;99.24;110.46;105.52;106.2;10.6
24;75.57;88.65;95.18;108.26;103.54;105.36;330;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;354.9;1.46;2.5;16.04;16.04;509.28;507.14;159521.08;50.1;112.6;388.33;388.33;20;30;50;1.2;80.14;91.68;97.44;108.98;104.61;106.01;0
25;69.57;84.95;92.64;108.02;102.54;104.76;331;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;844.4;1.12;4.6;16.02;16.02;527.31;525.16;166998.62;50.1;117.2;404.35;404.35;20;30;50;1.2;75.57;88.65;95.18;108.26;103.54;105.36;0.4
26;62.65;80.75;89.79;107.89;101.91;104.99;332;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;623.52;1.18;3.8;16;16;546.78;544.63;172462.95;50.1;121;420.35;420.35;20;30;50;1.2;69.57;84.95;92.64;108.02;102.54;104.76;0
27;65.81;81.23;88.94;104.36;100.73;104.81;333;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;692.12;1.7;3.8;15.97;15.97;563.97;561.82;178434.75;50.1;124.8;436.32;436.32;20;30;50;1.2;62.65;80.75;89.79;107.89;101.91;104.99;11.9
28;60.94;77.94;86.45;103.45;99.64;104.34;334;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;640.9;1.5;4.1;15.94;15.94;584.1;581.96;184037.38;50.1;128.9;452.26;452.26;20;30;50;1.2;65.81;81.23;88.94;104.36;100.73;104.81;0
29;55.34;74.28;83.76;102.7;98.99;104.75;335;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;873.22;0.91;5.1;15.91;15.91;605.89;603.75;191788.62;50.1;134;468.17;468.17;20;30;50;1.2;60.94;77.94;86.45;103.45;99.64;104.34;5.5
30;49.1;70.16;80.69;101.75;98.04;104.86;336;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;742.28;0.98;5.3;15.88;15.88;631.9;628.75;198418.75;50.1;139.3;484.05;484.05;20;30;50;1.2;55.34;74.28;83.76;102.7;98.99;104.75;0
31;44.02;66.22;77.33;99.53;96.72;105.02;337;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;651.55;1.84;4.8;15.85;15.85;655.19;652.03;204177.95;50.1;144.1;499.9;499.9;20;30;50;1.2;49.1;70.16;80.69;101.75;98.04;104.86;0
32;44.52;65.68;76.25;97.41;95.8;104.78;338;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;760.3;1.66;4.8;15.82;15.82;674.25;671.1;211091.42;50.1;148.9;515.72;515.72;20;30;50;1.2;44.02;66.22;77.33;99.53;96.72;105.02;21.5
33;48.06;67.24;76.83;96.01;95.11;103.81;339;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;744.3;1.47;4.7;15.79;15.79;693.74;690.58;217841.1;50.1;153.6;531.51;531.51;20;30;50;1.2;44.52;65.68;76.25;97.41;95.8;104.78;0
34;47.09;65.67;74.95;93.53;94.05;103.85;340;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;872.4;1.05;5.3;15.75;15.75;715.06;711.9;225787.4;50.1;158.9;547.26;547.26;20;30;50;1.2;48.06;67.24;76.83;96.01;95.11;103.81;0
35;45.23;63.61;72.79;91.17;92.96;103.94;341;24.24;24.24;11.9;34.7;43.62;22;80.6;7726.8;843.88;0.66;5.4;15.72;15.72;739.29;736.14;233514.2;50.1;164.3;562.98;562.98;20;30;50;1.2;47.09;65.67;74.95;93.53;94.05;103.85;0
36;44.78;62.04;70.66;87.92;91.66;104.04;342;26.73;25;13.2;37;42.99;21.8;80.2;7924.97;857.32;1;6;15.68;15.68;766.03;761.14;241439.17;50.1;170.3;578.66;578.66;20;30;50;1.2;45.23;63.61;72.79;91.17;92.96;103.94;0
37;63.2;77.54;84.71;99.05;95.34;98.8;343;26.35;25;16.9;35.2;51.92;32.5;85.8;6284.95;691.75;1.43;5.4;15.64;15.64;792.38;786.14;247724.12;51.1;175.7;594.3;594.3;20;30;50;1.2;44.78;62.04;70.66;87.92;91.66;104.04;41
38;93.41;96.03;97.34;99.96;97.52;96.38;344;22.96;22.96;18.4;28.6;66.26;42.9;91.9;5431.42;626;1.56;4.3;15.6;15.6;815.34;809.1;253155.55;51.1;180;609.9;609.9;20;30;50;1.2;63.2;77.54;84.71;99.05;95.34;98.8;1
39;80.52;86.7;89.79;95.97;95.38;97.88;345;23.51;23.51;16.4;31;58.14;36.4;85;7364.18;813.62;1.12;5.3;15.56;15.56;838.85;832.61;260519.72;51.1;185.3;625.46;625.46;20;30;50;1.2;93.41;96.03;97.34;99.96;97.52;96.38;0
40;69.07;77.61;81.89;90.43;92.89;99.61;346;24.07;24.07;18.2;29.9;56.96;35.9;82.7;7096.15;774.62;1.49;5.3;15.52;15.52;862.92;856.68;267615.88;51.5;190.6;640.98;640.98;20;30;50;1.2;80.52;86.7;89.79;95.97;95.38;97.88;0
41;61.38;69.98;74.28;82.88;90.27;101.97;347;25.19;25;15.9;33.1;50.37;29.4;78.4;7569.55;829.45;0.79;5.3;15.48;15.48;888.11;881.68;275185.42;51.5;195.9;656.46;656.46;20;30;50;1.2;69.07;77.61;81.89;90.43;92.89;99.61;0.4
42;57.64;65.16;68.93;76.45;87.68;102.66;348;25.61;25;15.6;34.2;52.43;34.3;83.7;5766.73;645.08;1.41;5;15.44;15.44;913.72;906.68;280952.15;51.5;200.9;671.9;671.9;20;30;50;1.2;61.38;69.98;74.28;82.88;90.27;101.97;23.7
43;56.81;63.07;66.21;72.47;85.87;102.41;349;21.93;21.93;17.1;27.6;57.06;37.9;74.5;5686.42;646.4;1.49;4.4;15.4;15.4;935.66;928.61;286638.58;51.5;205.3;687.3;687.3;20;30;50;1.2;57.64;65.16;68.93;76.45;87.68;102.66;0
2;90.4;92.64;93.75;95.99;93.69;92.51;308;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;916.82;0.9;5.7;16.2;16.2;41.54;41.54;16785.53;0;11;32.39;32.39;20;30;50;1.2;56.81;63.07;66.21;72.47;85.87;102.41;0
3;87.1;89.58;90.81;93.29;91.96;91.88;309;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;904.78;1.61;6;16.21;16.21;64.43;64.43;25025.08;0;17;48.6;48.6;20;30;50;1.2;90.4;92.64;93.75;95.99;93.69;92.51;0
4;87.45;89.11;89.95;91.61;91.17;91.55;310;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;869.72;0.79;5.3;16.22;16.22;86.64;86.64;32810.47;0;22.3;64.82;64.82;20;30;50;1.2;87.1;89.58;90.81;93.29;91.96;91.88;9.7
5;89.44;90;90.27;90.83;91.07;91.59;311;26.13;25;14;36.5;49.52;25.6;81;7473.08;799.05;0.72;5.6;16.22;16.22;112.77;111.64;40283.55;0;27.9;81.04;81.04;20;30;50;1.2;87.45;89.11;89.95;91.61;91.17;91.55;0
6;97.72;94.2;92.43;88.91;90.98;91.28;312;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;836.18;1.94;6.6;16.23;16.23;138.79;136.64;47915.03;0;34.5;97.27;97.27;20;30;50;1.2;89.44;90;90.27;90.83;91.07;91.59;9.8
7;92.79;91.43;90.76;89.4;90.21;90.35;313;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;276.35;1.53;2.1;16.23;16.23;155.75;153.6;50234.35;0.6;36.6;113.5;113.5;20;30;50;1.2;97.72;94.2;92.43;88.91;90.98;91.28;0
8;113.52;101.76;95.87;84.11;90.29;90.59;314;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;829.85;1.19;4.8;16.23;16.23;174.74;172.59;57722.6;0.6;41.4;129.73;129.73;20;30;50;1.2;92.79;91.43;90.76;89.4;90.21;90.35;10.4
9;100.85;95.79;93.27;88.21;90.65;90.55;315;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;768.45;0.98;4.9;16.23;16.23;197.49;195.34;64567.05;0.6;46.3;145.96;145.96;20;30;50;1.2;113.52;101.76;95.87;84.11;90.29;90.59;0
10;100.28;95.84;93.63;89.19;91.06;90.72;316;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;859.25;1.18;5.5;16.23;16.23;222.25;220.11;72197.98;0.6;51.8;162.19;162.19;20;30;50;1.2;100.85;95.79;93.27;88.21;90.65;90.55;5.1
11;103.17;97.23;94.26;88.32;91;90.7;317;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;471.28;0.92;2.9;16.22;16.22;242.47;240.33;76113.95;29.8;54.7;178.41;178.41;20;30;50;1.2;100.28;95.84;93.63;89.19;91.06;90.72;0
12;128.6;110.88;102.03;84.31;91.49;89.81;318;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;699.92;0.77;4;16.22;16.22;263.22;261.08;82106.75;29.9;58.7;194.63;194.63;20;30;50;1.2;103.17;97.23;94.26;88.32;91;90.7;29.2
13;114.47;105.01;100.28;90.82;92.69;89.83;319;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;521.35;1.55;3.3;16.21;16.21;283.78;281.64;86472.45;37.1;62;210.84;210.84;20;30;50;1.2;128.6;110.88;102.03;84.31;91.49;89.81;0.1
14;134.3;117.74;109.45;92.89;95.02;88.88;320;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;446.3;1.02;2.7;16.2;16.2;303.45;301.31;90184.9;48.8;64.7;227.04;227.04;20;30;50;1.2;114.47;105.01;100.28;90.82;92.69;89.83;7.2
15;114.07;110.41;108.58;104.92;97.74;88.72;321;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;915.02;1.07;5.2;16.2;16.2;323.32;321.17;98433.12;48.8;69.9;243.24;243.24;20;30;50;1.2;134.3;117.74;109.45;92.89;95.02;88.88;11.7
16;102.79;103.99;104.59;105.79;98.54;91.9;322;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;729.52;0.75;4.7;16.18;16.18;346.61;344.46;104881.18;48.8;74.6;259.42;259.42;20;30;50;1.2;114.07;110.41;108.58;104.92;97.74;88.72;0
