"tage_seit_aussaat";"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"wetter_id";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"par_Wh_m2";"windgeschwindigkeit_m_s";"FAO56_mm";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"FAO56_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"wasser_input_Vortag"
8;96.15;98.09;99.05;100.99;100.44;100.86;265;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;514.2;1.18;2.4;14.22;14.22;95.71;95.71;41459.43;0.2;23.1;112.14;112.14;20;30;50;1.2;96.35;98.39;99.41;101.45;100.76;101.08;0
9;95.48;97.46;98.46;100.44;100.12;100.78;266;8.65;0;5.8;10;85.22;79.8;91;1218;176.98;1.18;1;14.28;0;104.36;95.71;42677.43;8.2;24.1;126.42;112.14;20;30;50;1.2;96.15;98.09;99.05;100.99;100.44;100.86;0.2
10;101.34;100.46;100.01;99.13;100.03;100.49;267;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;737;1.59;3.5;14.34;14.34;116.84;108.19;49486.22;8.2;27.6;140.76;126.48;20;30;50;1.2;95.48;97.46;98.46;100.44;100.12;100.78;8
11;102.36;101.32;100.79;99.75;100.33;100.39;268;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;763.3;0.89;3.6;14.39;14.39;130.35;121.7;56695.68;8.2;31.2;155.15;140.87;20;30;50;1.2;101.34;100.46;100.01;99.13;100.03;100.49;0
12;108.01;104.37;102.55;98.91;100.64;100.54;269;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;503.58;1.52;2.9;14.45;14.45;144.15;135.5;61168.18;8.2;34.1;169.6;155.32;20;30;50;1.2;102.36;101.32;100.79;99.75;100.33;100.39;7
13;107.94;104.6;102.94;99.6;100.7;100.14;270;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;269.9;1.69;1.6;14.5;14.5;154.74;146.09;63254.28;10.3;35.7;184.1;169.82;20;30;50;1.2;108.01;104.37;102.55;98.91;100.64;100.54;0
14;106.32;103.96;102.79;100.43;100.79;99.97;271;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;492.98;1.24;2.6;14.56;14.56;167.66;159.01;67511.77;10.3;38.3;198.66;184.38;20;30;50;1.2;107.94;104.6;102.94;99.6;100.7;100.14;2.1
15;104.57;103.31;102.67;101.41;101.03;100.03;272;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;677.75;1.2;3.5;14.61;14.61;182.65;174;73691.65;10.3;41.8;213.27;198.99;20;30;50;1.2;106.32;103.96;102.79;100.43;100.79;99.97;0
16;108.86;105.54;103.88;100.56;101.01;99.79;273;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;601.42;1.83;3.8;14.67;14.67;199.59;190.94;79026.02;10.3;45.6;227.94;213.66;20;30;50;1.2;104.57;103.31;102.67;101.41;101.03;100.03;7
17;106.71;104.63;103.58;101.5;101.15;99.75;274;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;587.22;1.7;3.7;14.72;14.72;215.89;207.24;84337.55;10.4;49.3;242.66;228.38;20;30;50;1.2;108.86;105.54;103.88;100.56;101.01;99.79;0
18;103.5;102.88;102.58;101.96;101.05;99.83;275;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;321.1;0.9;2;14.77;14.77;230.46;221.81;86929.98;11.1;51.3;257.43;243.15;20;30;50;1.2;106.71;104.63;103.58;101.5;101.15;99.75;0.1
19;102.5;102.24;102.1;101.84;100.98;100;276;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;738.05;1.22;4;14.83;14.83;246.38;237.73;93622.12;11.1;55.3;272.26;257.98;20;30;50;1.2;103.5;102.88;102.58;101.96;101.05;99.83;0.7
20;127.6;117.02;111.74;101.16;102.65;98.85;277;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;745.38;1.03;3.9;14.88;14.88;262.85;254.2;100387.48;11.1;59.2;287.14;272.86;20;30;50;1.2;102.5;102.24;102.1;101.84;100.98;100;15.5
21;125.23;123.53;122.67;120.97;111.51;101.21;278;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;512.9;1.52;3.1;14.93;14.93;279.6;270.95;104918.75;15.4;62.3;302.07;287.79;20;30;50;1.2;127.6;117.02;111.74;101.16;102.65;98.85;9.7
22;119.59;120.57;121.07;122.05;116.36;111.16;279;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;811.9;0.96;4.3;14.98;14.98;297.1;288.45;112333.18;15.4;66.6;317.05;302.77;20;30;50;1.2;125.23;123.53;122.67;120.97;111.51;101.21;4.3
23;113.74;114.78;115.3;116.34;114.46;113.1;280;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;651.98;0.82;3.7;15.03;15.03;315.44;306.79;118139.57;15.4;70.3;332.08;317.8;20;30;50;1.2;119.59;120.57;121.07;122.05;116.36;111.16;3.9
24;107.18;109.92;111.29;114.03;112.2;111.74;281;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;824.08;1.74;5.2;15.08;15.08;336.68;328.03;125587;15.4;75.5;347.16;332.88;20;30;50;1.2;113.74;114.78;115.3;116.34;114.46;113.1;0
25;99.48;104.54;107.07;112.13;110.03;110.47;282;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;784.98;1.55;4.7;15.13;15.13;356.36;347.71;132647.85;15.4;80.2;362.29;348.01;20;30;50;1.2;107.18;109.92;111.29;114.03;112.2;111.74;0
26;90.29;98.53;102.66;110.9;108.2;109.62;283;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;805.98;1.43;4.4;15.18;15.18;372.91;364.26;140041;15.4;84.6;377.47;363.19;20;30;50;1.2;99.48;104.54;107.07;112.13;110.03;110.47;0
27;80.64;92.52;98.46;110.34;106.89;109.37;284;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;843.4;0.97;4.6;15.22;15.22;390.69;382.04;147696.75;15.4;89.2;392.69;378.41;20;30;50;1.2;90.29;98.53;102.66;110.9;108.2;109.62;0
28;109.92;109.72;109.62;109.42;109.24;108.96;285;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;804.1;1.16;4.6;15.27;15.27;409.78;401.13;155032.7;15.4;93.8;407.96;393.68;20;30;50;1.2;80.64;92.52;98.46;110.34;106.89;109.37;22.9
29;110.17;111.25;111.79;112.87;111.98;111.64;286;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;502.78;1.1;3.1;15.32;15.32;428.08;419.43;159325.7;24.6;96.9;423.28;409;20;30;50;1.2;109.92;109.72;109.62;109.42;109.24;108.96;0
30;107.71;109.29;110.08;111.66;110.52;110.18;287;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;815.98;0.78;4.4;15.36;15.36;447.95;439.3;166526.6;24.6;101.3;438.64;424.36;20;30;50;1.2;110.17;111.25;111.79;112.87;111.98;111.64;9.2
31;93.26;100.8;104.56;112.1;109.11;109.89;288;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;842.45;0.95;5;15.41;15.41;470;461.35;174013.9;24.6;106.3;454.05;439.77;20;30;50;1.2;107.71;109.29;110.08;111.66;110.52;110.18;0
32;76.94;90.82;97.76;111.64;107.35;109.99;289;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;652.28;1.13;4.2;15.45;15.45;491.1;482.45;179820.4;28.9;110.5;469.5;455.22;20;30;50;1.2;93.26;100.8;104.56;112.1;109.11;109.89;0
33;71.28;86.22;93.7;108.64;105.47;109.77;290;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;582.95;1.46;3.6;15.49;15.49;511.84;503.19;184921.58;35.1;114.1;484.99;470.71;20;30;50;1.2;76.94;90.82;97.76;111.64;107.35;109.99;4.3
34;64.62;81.56;90.04;106.98;103.78;109.06;291;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;679.45;1.49;3.8;15.53;15.53;528.24;519.59;190875.78;35.1;117.9;500.52;486.24;20;30;50;1.2;71.28;86.22;93.7;108.64;105.47;109.77;6.2
35;54.63;75.35;85.7;106.42;102.25;108.45;292;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;824.78;0.9;4.3;15.57;15.57;546.06;537.41;198202.45;35.1;122.2;516.09;501.81;20;30;50;1.2;64.62;81.56;90.04;106.98;103.78;109.06;0
36;47.2;70.48;82.12;105.4;100.86;107.96;293;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;576.28;1.36;3.4;15.61;15.61;564.97;556.32;203180.78;38.9;125.6;531.7;517.42;20;30;50;1.2;54.63;75.35;85.7;106.42;102.25;108.45;0
37;43.95;67.53;79.32;102.9;99.26;107.4;294;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;714.15;1.67;3.8;15.65;15.65;581.13;572.48;209507.62;41.7;129.4;547.35;533.07;20;30;50;1.2;47.2;70.48;82.12;105.4;100.86;107.96;8.3
38;42.36;65.58;77.19;100.41;97.87;106.93;295;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;793.9;1.34;4.2;15.69;15.69;597.16;588.51;216615.98;41.7;133.6;563.04;548.76;20;30;50;1.2;43.95;67.53;79.32;102.9;99.26;107.4;2.8
39;56.24;74.58;83.74;102.08;98.88;104.84;296;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;618.1;1.43;3.7;15.73;15.73;615.1;606.45;221946.9;41.7;137.3;578.77;564.49;20;30;50;1.2;42.36;65.58;77.19;100.41;97.87;106.93;28.9
40;92.74;95.94;97.55;100.75;101.8;104.46;297;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;534.42;2.1;3.5;15.76;15.76;632.06;623.41;226499.4;42.2;140.8;594.53;580.25;20;30;50;1.2;56.24;74.58;83.74;102.08;98.88;104.84;0
41;76.97;87.35;92.55;102.93;101.57;105.39;298;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;820.58;1.81;4.2;15.8;15.8;645.99;637.35;233930.4;42.2;145;610.33;596.05;20;30;50;1.2;92.74;95.94;97.55;100.75;101.8;104.46;0.5
42;108.07;103.07;100.56;95.56;101.4;104.74;299;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;695.3;1.66;3.8;15.83;15.83;658.72;650.07;240198.38;42.2;148.8;626.16;611.88;20;30;50;1.2;76.97;87.35;92.55;102.93;101.57;105.39;20.7
43;104.36;103.18;102.58;101.4;103.4;104.82;300;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;564.32;0.95;2.9;15.86;15.86;671.31;662.66;245119.22;42.2;151.7;642.02;627.74;20;30;50;1.2;108.07;103.07;100.56;95.56;101.4;104.74;0
44;92.66;96.52;98.44;102.3;103.02;105.66;301;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;669.18;1.02;3.6;15.89;15.89;686.34;677.69;251110.55;42.2;155.3;657.91;643.63;20;30;50;1.2;104.36;103.18;102.58;101.4;103.4;104.82;0
45;77.37;87.19;92.1;101.92;101.48;105.96;302;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;766.8;1.57;4.4;15.92;15.92;702.57;693.92;257932.7;42.2;159.7;673.83;659.55;20;30;50;1.2;92.66;96.52;98.44;102.3;103.02;105.66;0
46;57.84;75;83.59;100.75;99.18;106.2;303;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;860.02;1.09;4.6;15.95;15.95;718.78;710.14;265909.62;42.2;164.3;689.78;675.5;20;30;50;1.2;77.37;87.19;92.1;101.92;101.48;105.96;0
47;47.93;68.05;78.12;98.24;97.37;106.57;304;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;588.32;0.87;3.5;15.98;15.98;737.32;728.67;270966.1;42.9;167.8;705.76;691.48;20;30;50;1.2;57.84;75;83.59;100.75;99.18;106.2;0
3;101.29;101.61;101.78;102.1;101.98;102.02;260;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;708.28;1.83;3.5;13.93;13.93;34.5;34.5;20294.88;0;10;41.61;41.61;20;30;50;1.2;47.93;68.05;78.12;98.24;97.37;106.57;0.7
4;96.02;98.2;99.29;101.47;101.27;102.17;261;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;539.52;1.66;2.8;13.99;13.99;46.31;46.31;25092.58;0;12.8;55.6;55.6;20;30;50;1.2;101.29;101.61;101.78;102.1;101.98;102.02;0
5;94.5;96.96;98.19;100.65;100.83;102.25;262;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;664.78;2.14;3.5;14.05;14.05;59.87;59.87;31193.68;0;16.3;69.65;69.65;20;30;50;1.2;96.02;98.2;99.29;101.47;101.27;102.17;0
6;95.07;96.97;97.93;99.83;100.33;101.77;263;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;428.72;2.15;2.7;14.11;14.11;72.89;72.89;34931.4;0;19;83.76;83.76;20;30;50;1.2;94.5;96.96;98.19;100.65;100.83;102.25;7.3
7;94.92;96.66;97.54;99.28;100.01;101.61;264;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;244.12;0.98;1.7;14.16;14.16;85.33;85.33;36861.6;0;20.7;97.92;97.92;20;30;50;1.2;95.07;96.97;97.93;99.83;100.33;101.77;0
8;94.91;96.55;97.37;99.01;99.79;101.39;265;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;514.2;1.18;2.4;14.22;14.22;95.71;95.71;41459.43;0.2;23.1;112.14;112.14;20;30;50;1.2;94.92;96.66;97.54;99.28;100.01;101.61;0
9;96.2;97.08;97.51;98.39;99.52;101.1;266;8.65;0;5.8;10;85.22;79.8;91;1218;176.98;1.18;1;14.28;0;104.36;95.71;42677.43;8.2;24.1;126.42;112.14;20;30;50;1.2;94.91;96.55;97.37;99.01;99.79;101.39;0.2
10;99;98.42;98.14;97.56;99.38;100.9;267;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;737;1.59;3.5;14.34;14.34;116.84;108.19;49486.22;8.2;27.6;140.76;126.48;20;30;50;1.2;96.2;97.08;97.51;98.39;99.52;101.1;8
11;99.44;98.86;98.58;98;99.7;101.1;268;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;763.3;0.89;3.6;14.39;14.39;130.35;121.7;56695.68;8.2;31.2;155.15;140.87;20;30;50;1.2;99;98.42;98.14;97.56;99.38;100.9;0
12;108.06;103.4;101.08;96.42;99.86;100.98;269;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;503.58;1.52;2.9;14.45;14.45;144.15;135.5;61168.18;8.2;34.1;169.6;155.32;20;30;50;1.2;99.44;98.86;98.58;98;99.7;101.1;7.5
13;105.05;102.05;100.55;97.55;99.86;100.68;270;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;269.9;1.69;1.6;14.5;14.5;154.74;146.09;63254.28;10.3;35.7;184.1;169.82;20;30;50;1.2;108.06;103.4;101.08;96.42;99.86;100.98;0
14;102.92;101;100.04;98.12;99.73;100.39;271;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;492.98;1.24;2.6;14.56;14.56;167.66;159.01;67511.77;10.3;38.3;198.66;184.38;20;30;50;1.2;105.05;102.05;100.55;97.55;99.86;100.68;2.1
15;101.59;100.39;99.8;98.6;100.05;100.91;272;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;677.75;1.2;3.5;14.61;14.61;182.65;174;73691.65;10.3;41.8;213.27;198.99;20;30;50;1.2;102.92;101;100.04;98.12;99.73;100.39;0
16;109.23;104.33;101.87;96.97;100.07;100.71;273;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;601.42;1.83;3.8;14.67;14.67;199.59;190.94;79026.02;10.3;45.6;227.94;213.66;20;30;50;1.2;101.59;100.39;99.8;98.6;100.05;100.91;7.4
17;104.69;102.25;101.02;98.58;100.23;100.65;274;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;587.22;1.7;3.7;14.72;14.72;215.89;207.24;84337.55;10.4;49.3;242.66;228.38;20;30;50;1.2;109.23;104.33;101.87;96.97;100.07;100.71;0
18;100.64;100.02;99.72;99.1;100.16;100.92;275;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;321.1;0.9;2;14.77;14.77;230.46;221.81;86929.98;11.1;51.3;257.43;243.15;20;30;50;1.2;104.69;102.25;101.02;98.58;100.23;100.65;0.1
19;100.26;99.7;99.42;98.86;100.06;100.98;276;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;738.05;1.22;4;14.83;14.83;246.38;237.73;93622.12;11.1;55.3;272.26;257.98;20;30;50;1.2;100.64;100.02;99.72;99.1;100.16;100.92;0.7
20;125.91;116.53;111.84;102.46;104.5;101.84;277;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;745.38;1.03;3.9;14.88;14.88;262.85;254.2;100387.48;11.1;59.2;287.14;272.86;20;30;50;1.2;100.26;99.7;99.42;98.86;100.06;100.98;16.4
21;122.82;121.62;121.03;119.83;119.88;119.32;278;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;512.9;1.52;3.1;14.93;14.93;279.6;270.95;104918.75;15.4;62.3;302.07;287.79;20;30;50;1.2;125.91;116.53;111.84;102.46;104.5;101.84;10.3
22;119.07;118.71;118.53;118.17;121.3;124.24;279;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;811.9;0.96;4.3;14.98;14.98;297.1;288.45;112333.18;15.4;66.6;317.05;302.77;20;30;50;1.2;122.82;121.62;121.03;119.83;119.88;119.32;4.3
23;114.68;114.22;113.98;113.52;116.9;120.04;280;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;651.98;0.82;3.7;15.03;15.03;315.44;306.79;118139.57;15.4;70.3;332.08;317.8;20;30;50;1.2;119.07;118.71;118.53;118.17;121.3;124.24;4.2
24;107.81;109.27;110;111.46;114.09;117.45;281;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;824.08;1.74;5.2;15.08;15.08;336.68;328.03;125587;15.4;75.5;347.16;332.88;20;30;50;1.2;114.68;114.22;113.98;113.52;116.9;120.04;0
25;101.42;104.8;106.5;109.88;111.71;115.23;282;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;784.98;1.55;4.7;15.13;15.13;356.36;347.71;132647.85;15.4;80.2;362.29;348.01;20;30;50;1.2;107.81;109.27;110;111.46;114.09;117.45;0
26;94.27;100.09;102.99;108.81;109.43;112.95;283;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;805.98;1.43;4.4;15.18;15.18;372.91;364.26;140041;15.4;84.6;377.47;363.19;20;30;50;1.2;101.42;104.8;106.5;109.88;111.71;115.23;0
27;85.95;95.01;99.54;108.6;108.09;112.11;284;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;843.4;0.97;4.6;15.22;15.22;390.69;382.04;147696.75;15.4;89.2;392.69;378.41;20;30;50;1.2;94.27;100.09;102.99;108.81;109.43;112.95;0
28;115.78;114.58;113.97;112.77;116.42;119.46;285;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;804.1;1.16;4.6;15.27;15.27;409.78;401.13;155032.7;15.4;93.8;407.96;393.68;20;30;50;1.2;85.95;95.01;99.54;108.6;108.09;112.11;24.3
29;109.4;110.7;111.35;112.65;116.27;120.53;286;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;502.78;1.1;3.1;15.32;15.32;428.08;419.43;159325.7;24.6;96.9;423.28;409;20;30;50;1.2;115.78;114.58;113.97;112.77;116.42;119.46;0
30;110.67;111.37;111.72;112.42;116.13;120.19;287;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;815.98;0.78;4.4;15.36;15.36;447.95;439.3;166526.6;24.6;101.3;438.64;424.36;20;30;50;1.2;109.4;110.7;111.35;112.65;116.27;120.53;9.2
31;97.15;102.97;105.89;111.71;113.15;117.51;288;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;842.45;0.95;5;15.41;15.41;470;461.35;174013.9;24.6;106.3;454.05;439.77;20;30;50;1.2;110.67;111.37;111.72;112.42;116.13;120.19;0
32;83.76;94.72;100.21;111.17;110.3;114.9;289;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;652.28;1.13;4.2;15.45;15.45;491.1;482.45;179820.4;28.9;110.5;469.5;455.22;20;30;50;1.2;97.15;102.97;105.89;111.71;113.15;117.51;0
33;80.46;91.5;97.01;108.05;107.58;112.64;290;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;582.95;1.46;3.6;15.49;15.49;511.84;503.19;184921.58;35.1;114.1;484.99;470.71;20;30;50;1.2;83.76;94.72;100.21;111.17;110.3;114.9;4.3
34;75.09;87.23;93.31;105.45;105.19;110.99;291;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;679.45;1.49;3.8;15.53;15.53;528.24;519.59;190875.78;35.1;117.9;500.52;486.24;20;30;50;1.2;80.46;91.5;97.01;108.05;107.58;112.64;6.2
35;66.24;80.96;88.31;103.03;102.56;109.46;292;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;824.78;0.9;4.3;15.57;15.57;546.06;537.41;198202.45;35.1;122.2;516.09;501.81;20;30;50;1.2;75.09;87.23;93.31;105.45;105.19;110.99;0
36;58.89;75.25;83.43;99.79;99.87;108.13;293;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;576.28;1.36;3.4;15.61;15.61;564.97;556.32;203180.78;38.9;125.6;531.7;517.42;20;30;50;1.2;66.24;80.96;88.31;103.03;102.56;109.46;0
37;57.76;73;80.62;95.86;97.19;106.13;294;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;714.15;1.67;3.8;15.65;15.65;581.13;572.48;209507.62;41.7;129.4;547.35;533.07;20;30;50;1.2;58.89;75.25;83.43;99.79;99.87;108.13;8.5
38;55.22;70.08;77.5;92.36;95.08;105.22;295;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;793.9;1.34;4.2;15.69;15.69;597.16;588.51;216615.98;41.7;133.6;563.04;548.76;20;30;50;1.2;57.76;73;80.62;95.86;97.19;106.13;2.8
39;102.3;98.66;96.85;93.21;99.7;104.36;296;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;618.1;1.43;3.7;15.73;15.73;615.1;606.45;221946.9;41.7;137.3;578.77;564.49;20;30;50;1.2;55.22;70.08;77.5;92.36;95.08;105.22;29.8
40;104.45;103.53;103.08;102.16;105.48;108.34;297;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;534.42;2.1;3.5;15.76;15.76;632.06;623.41;226499.4;42.2;140.8;594.53;580.25;20;30;50;1.2;102.3;98.66;96.85;93.21;99.7;104.36;0
41;92.73;95.51;96.89;99.67;102.95;107.63;298;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;820.58;1.81;4.2;15.8;15.8;645.99;637.35;233930.4;42.2;145;610.33;596.05;20;30;50;1.2;104.45;103.53;103.08;102.16;105.48;108.34;0.5
42;119.3;108.84;103.6;93.14;101.99;105.61;299;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;695.3;1.66;3.8;15.83;15.83;658.72;650.07;240198.38;42.2;148.8;626.16;611.88;20;30;50;1.2;92.73;95.51;96.89;99.67;102.95;107.63;21.2
43;108.83;104.97;103.03;99.17;103.73;106.37;300;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;564.32;0.95;2.9;15.86;15.86;671.31;662.66;245119.22;42.2;151.7;642.02;627.74;20;30;50;1.2;119.3;108.84;103.6;93.14;101.99;105.61;0
44;98.79;98.21;97.92;97.34;101.78;105.92;301;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;669.18;1.02;3.6;15.89;15.89;686.34;677.69;251110.55;42.2;155.3;657.91;643.63;20;30;50;1.2;108.83;104.97;103.03;99.17;103.73;106.37;0
45;85.24;88.46;90.07;93.29;98.22;104.76;302;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;766.8;1.57;4.4;15.92;15.92;702.57;693.92;257932.7;42.2;159.7;673.83;659.55;20;30;50;1.2;98.79;98.21;97.92;97.34;101.78;105.92;0
46;67.93;75.87;79.84;87.78;93.88;103.94;303;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;860.02;1.09;4.6;15.95;15.95;718.78;710.14;265909.62;42.2;164.3;689.78;675.5;20;30;50;1.2;85.24;88.46;90.07;93.29;98.22;104.76;0
47;56.79;68.35;74.14;85.7;91.57;103.21;304;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;588.32;0.87;3.5;15.98;15.98;737.32;728.67;270966.1;42.9;167.8;705.76;691.48;20;30;50;1.2;67.93;75.87;79.84;87.78;93.88;103.94;0
3;93.22;96.44;98.04;101.26;100.74;101.84;260;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;708.28;1.83;3.5;13.93;13.93;34.5;34.5;20294.88;0;10;41.61;41.61;20;30;50;1.2;56.79;68.35;74.14;85.7;91.57;103.21;0.7
4;87.81;93.39;96.19;101.77;100.41;101.85;261;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;539.52;1.66;2.8;13.99;13.99;46.31;46.31;25092.58;0;12.8;55.6;55.6;20;30;50;1.2;93.22;96.44;98.04;101.26;100.74;101.84;0
5;87;92.84;95.75;101.59;100.18;101.68;262;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;664.78;2.14;3.5;14.05;14.05;59.87;59.87;31193.68;0;16.3;69.65;69.65;20;30;50;1.2;87.81;93.39;96.19;101.77;100.41;101.85;0
6;92.23;95.17;96.63;99.57;99.77;101.45;263;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;428.72;2.15;2.7;14.11;14.11;72.89;72.89;34931.4;0;19;83.76;83.76;20;30;50;1.2;87;92.84;95.75;101.59;100.18;101.68;7.3
7;91.62;94.74;96.3;99.42;99.52;101.18;264;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;244.12;0.98;1.7;14.16;14.16;85.33;85.33;36861.6;0;20.7;97.92;97.92;20;30;50;1.2;92.23;95.17;96.63;99.57;99.77;101.45;0
8;90.41;94.03;95.85;99.47;99.34;101.02;265;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;514.2;1.18;2.4;14.22;14.22;95.71;95.71;41459.43;0.2;23.1;112.14;112.14;20;30;50;1.2;91.62;94.74;96.3;99.42;99.52;101.18;0
9;89.7;93.4;95.25;98.95;98.93;100.77;266;8.65;0;5.8;10;85.22;79.8;91;1218;176.98;1.18;1;14.28;0;104.36;95.71;42677.43;8.2;24.1;126.42;112.14;20;30;50;1.2;90.41;94.03;95.85;99.47;99.34;101.02;0.2
10;100.38;98.78;97.98;96.38;98.85;100.51;267;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;737;1.59;3.5;14.34;14.34;116.84;108.19;49486.22;8.2;27.6;140.76;126.48;20;30;50;1.2;89.7;93.4;95.25;98.95;98.93;100.77;8
