"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input_Vortag"
101.07;97.17;95.55;101.41;96.58;95.7;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.59276923076923;12.0031153846154;0
99.77;97.24;95.37;101.07;97.17;95.55;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.71553846153846;12.4562307692308;0
97.95;97.24;95.37;99.77;97.24;95.37;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.83830769230769;12.9093461538462;0
95.18;96.78;95.32;97.95;97.24;95.37;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.96107692307692;13.3624615384615;0
93.41;95.92;95.19;95.18;96.78;95.32;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.08384615384615;13.8155769230769;5.43
93.24;95.5;95.13;93.41;95.92;95.19;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.20661538461538;14.2686923076923;1.6
93.38;95.73;94.99;93.24;95.5;95.13;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.32938461538462;14.7218076923077;3.7
92.57;95.17;94.85;93.38;95.73;94.99;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.45215384615385;15.1749230769231;0
89.01;94.59;94.78;92.57;95.17;94.85;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.57492307692308;15.6280384615385;0
82.65;92.87;94.76;89.01;94.59;94.78;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.69769230769231;16.0811538461538;0
82.67;91.47;94.68;82.65;92.87;94.76;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.82046153846154;16.5342692307692;7.2
87.68;90.74;94.5;82.67;91.47;94.68;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;2.94323076923077;16.9873846153846;4
84.21;89.54;94.48;87.68;90.74;94.5;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.06;17.315;0
84.21;89.54;94.48;87.68;90.74;94.5;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.06;17.315;0
78.51;87.49;94.43;84.21;89.54;94.48;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.17307692307692;17.5653846153846;0
73.41;85.08;94.26;78.51;87.49;94.43;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.28615384615385;17.8157692307692;0.3
69.85;83.04;93.99;73.41;85.08;94.26;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.39923076923077;18.0661538461538;2
69.88;81.63;93.65;69.85;83.04;93.99;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.51230769230769;18.3165384615385;6.6
73.03;81.02;93.4;69.88;81.63;93.65;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.57692307692308;18.4807692307692;4.7
71.82;79.69;93.1;73.03;81.02;93.4;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.61730769230769;18.6019230769231;0.8
67.97;77.82;92.75;71.82;79.69;93.1;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.65769230769231;18.7230769230769;1.5
63.03;75.12;92.42;67.97;77.82;92.75;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.69807692307692;18.8442307692308;0
58.95;71.68;91.77;63.03;75.12;92.42;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.76346153846154;19.3461538461538;2.7
56.1;68.09;91.07;58.95;71.68;91.77;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.83009615384615;19.8671153846154;1.2
54.29;64.88;90.2;56.1;68.09;91.07;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.89673076923077;20.3880769230769;0
53.26;62.7;89.26;54.29;64.88;90.2;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.96336538461538;20.9090384615385;1.5
52.98;62.6;88.65;53.26;62.7;89.26;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.03;21.43;2.2
103.13;94.37;93;52.98;62.6;88.65;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.44;11.23;5.3
101.14;95.17;93.18;103.13;94.37;93;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.56761538461538;11.7307692307692;0
99.31;95.41;92.79;101.14;95.17;93.18;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.69523076923077;12.2315384615385;0
97.56;95.45;92.69;99.31;95.41;92.79;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.82284615384615;12.7323076923077;0
95.28;95.28;92.62;97.56;95.45;92.69;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.95046153846154;13.2330769230769;0
93.53;94.19;92.43;95.28;95.28;92.62;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.07807692307692;13.7338461538462;5.43
94.17;93.89;92.32;93.53;94.19;92.43;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.20569230769231;14.2346153846154;1.6
96.16;93.54;92.16;94.17;93.89;92.32;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.33330769230769;14.7353846153846;3.7
95.98;93.95;92.18;96.16;93.54;92.16;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.46092307692308;15.2361538461538;0
91.49;94.35;92.22;95.98;93.95;92.18;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.58853846153846;15.7369230769231;0
83.55;93.08;92.17;91.49;94.35;92.22;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.71615384615385;16.2376923076923;0
84.39;91.81;92.1;83.55;93.08;92.17;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.84376923076923;16.7384615384615;7.2
95.29;91.49;92.07;84.39;91.81;92.1;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;2.97138461538462;17.2392307692308;4
89.51;90.82;91.95;95.29;91.49;92.07;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.07875;17.52125;0
89.51;90.82;91.95;95.29;91.49;92.07;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.07875;17.52125;0
80.56;89.23;91.92;89.51;90.82;91.95;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.17365384615385;17.6686538461538;0
73.13;87.26;91.74;80.56;89.23;91.92;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.26855769230769;17.8160576923077;0.3
68.28;85.17;91.59;73.13;87.26;91.74;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.36346153846154;17.9634615384615;2
68.99;83.56;91.39;68.28;85.17;91.59;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.45836538461539;18.1108653846154;6.6
75.05;82.57;91.31;68.99;83.56;91.39;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.5348717948718;18.3089743589744;4.7
72.33;81.09;91.12;75.05;82.57;91.31;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.60217948717949;18.5324358974359;0.8
65.92;81;90.85;72.33;81.09;91.12;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.66948717948718;18.7558974358974;1.5
58.89;76.03;90.72;65.92;81;90.85;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.73679487179487;18.979358974359;0
54.9;72.32;90.38;58.89;76.03;90.72;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.80153846153846;19.4842307692308;2.7
53.17;68.13;90.02;54.9;72.32;90.38;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.86615384615385;20.0031730769231;1.2
52.36;64.16;89.62;53.17;68.13;90.02;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.93076923076923;20.5221153846154;0
51.93;62.14;89.13;52.36;64.16;89.62;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.99538461538462;21.0410576923077;1.5
51.85;62.04;88.77;51.93;62.14;89.13;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.06;21.56;2.2
109.38;108.58;88.62;113.8;109.03;88.15;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.52953846153846;11.9940384615385;0
105.9;107.18;89.18;109.38;108.58;88.62;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.64907692307692;12.4180769230769;0
103.5;106.42;89.78;105.9;107.18;89.18;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.76861538461538;12.8421153846154;0
101.62;105.76;90.36;103.5;106.42;89.78;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.88815384615385;13.2661538461538;0
104.65;104.25;90.64;101.62;105.76;90.36;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.00769230769231;13.6901923076923;5.66
104.48;103.95;90.95;104.65;104.25;90.64;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.12723076923077;14.1142307692308;1.6
108.32;103.5;91.12;104.48;103.95;90.95;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.24676923076923;14.5382692307692;3.7
103.56;103.83;91.38;108.32;103.5;91.12;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.36630769230769;14.9623076923077;0
100.6;103.96;91.64;103.56;103.83;91.38;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.48584615384615;15.3863461538462;0
96.19;102.54;91.74;100.6;103.96;91.64;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.60538461538462;15.8103846153846;0
103.11;101.17;91.74;96.19;102.54;91.74;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.72492307692308;16.2344230769231;7.2
110.45;100.94;91.69;103.11;101.17;91.74;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;2.84446153846154;16.6584615384615;4
102.26;100.8;91.69;110.45;100.94;91.69;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.9525;16.92875;0
94.68;99.43;91.59;102.26;100.8;91.69;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.05346153846154;17.1044230769231;0
102.26;100.8;91.69;110.45;100.94;91.69;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.9525;16.92875;0
94.68;99.43;91.59;102.26;100.8;91.69;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.05346153846154;17.1044230769231;0
85.41;97.04;91.49;94.68;99.43;91.59;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.15442307692308;17.2800961538462;0.3
121.53;95.52;91.17;85.41;97.04;91.49;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.25538461538462;17.4557692307692;15.81
125.3;101.97;90.88;121.53;95.52;91.17;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.35634615384615;17.6314423076923;6.6
119.05;109.32;90.98;125.3;101.97;90.88;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.44205128205128;17.844358974359;4.7
110.23;108.13;91.65;119.05;109.32;90.98;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.5201282051282;18.0758974358974;0.8
102.15;105.15;92.36;110.23;108.13;91.65;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.59820512820513;18.3074358974359;1.5
87.44;102.15;93;102.15;105.15;92.36;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.67628205128205;18.5389743589744;0
74.57;96.81;93.27;87.44;102.15;93;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.74538461538462;19.0653846153846;2.7
63.74;90.45;93.32;74.57;96.81;93.27;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.81403846153846;19.6065384615385;1.2
58.34;84.86;93.18;63.74;90.45;93.32;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.88269230769231;20.1476923076923;0
56.25;83.13;92.77;58.34;84.86;93.18;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.95134615384615;20.6888461538462;1.5
100.74;81.77;92.39;56.25;83.13;92.77;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.02;21.23;25.51
115.23;116.68;96.3;100.74;81.77;92.39;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.43;11.32;5.3
110.74;112.71;97.94;115.23;116.68;96.3;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.55034615384615;11.7650384615385;0
107.43;110.15;99.11;110.74;112.71;97.94;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.67069230769231;12.2100769230769;0
105.41;108.99;99.88;107.43;110.15;99.11;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.79103846153846;12.6551153846154;0
103.46;107.96;100.33;105.41;108.99;99.88;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.91138461538462;13.1001538461538;0
103.92;106.44;100.44;103.46;107.96;100.33;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.03173076923077;13.5451923076923;5.41
104.25;105.68;100.58;103.92;106.44;100.44;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.15207692307692;13.9902307692308;1.6
106.7;104.96;100.52;104.25;105.68;100.58;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.27242307692308;14.4352692307692;3.7
103.66;104.6;100.44;106.7;104.96;100.52;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.39276923076923;14.8803076923077;0
100.01;104.13;100.34;103.66;104.6;100.44;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.51311538461538;15.3253461538462;0
94.42;102.93;100.26;100.01;104.13;100.34;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.63346153846154;15.7703846153846;0
97.06;101.51;100.18;94.42;102.93;100.26;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.75380769230769;16.2154230769231;7.2
106.1;100.78;99.91;97.06;101.51;100.18;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;2.87415384615385;16.6604615384615;4
99.46;99.8;99.67;106.1;100.78;99.91;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3;17.025;0
99.46;99.8;99.67;106.1;100.78;99.91;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3;17.025;0
90.97;98.18;99.34;99.46;99.8;99.67;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.12923076923077;17.34;0
82.81;96.11;99.02;90.97;98.18;99.34;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.25846153846154;17.655;0.3
120.19;95.11;98.73;82.81;96.11;99.02;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.38769230769231;17.97;15.33
127.03;105.26;98.4;120.19;95.11;98.73;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.51692307692308;18.285;6.6
120.43;119.79;98.44;127.03;105.26;98.4;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.59410256410256;18.5138461538462;4.7
111.82;113.04;99.45;120.43;119.79;98.44;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.64525641025641;18.6996153846154;0.8
105.23;108.18;100.38;111.82;113.04;99.45;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.69641025641026;18.8853846153846;1.5
95.15;103.87;100.84;105.23;108.18;100.38;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.7475641025641;19.0711538461538;0
84.3;99.42;100.58;95.15;103.87;100.84;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.8;19.4915384615385;2.7
74.16;94.86;100.09;84.3;99.42;100.58;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.8525;19.9236538461538;1.2
66.65;90.71;99.48;74.16;94.86;100.09;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.905;20.3557692307692;0
63.11;88.49;98.78;66.65;90.71;99.48;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.9575;20.7878846153846;1.5
127.24;95.3;98.25;63.11;88.49;98.78;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.01;21.22;24.73
